Register_Number,Department,Program,Program_Full_Name,Program_Level,Year_of_Study,Semester,Academic_Year,Subject,Marks_100,Grade,Attendance_Percent,Result,Subject_Avg_Marks,Marks_vs_SubjectAvg
2449043,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,25.6,F,84.1,Fail,59.1,-33.5
2449044,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,54.2,B,73.7,Pass,59.1,-4.9
2449045,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,32.8,F,72.8,Fail,59.1,-26.3
2449046,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,59.4,B,78,Pass,59.1,0.3
2449047,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,73.6,A,92.2,Pass,59.1,14.5
2449048,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,33.2,F,68.6,Fail,59.1,-25.9
2449049,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,31.6,F,87.7,Fail,59.1,-27.5
2449050,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,38.7,F,73,Fail,59.1,-20.4
2449051,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,22.3,F,79.9,Fail,59.1,-36.8
2449052,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,59.6,B,74.6,Pass,59.1,0.5
2449053,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,49.4,C,62,Pass,59.1,-9.7
2449054,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,82.6,A+,87.7,Pass,59.1,23.5
2449055,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Nuclear and Particle Physics,31.3,F,84.9,Fail,59.1,-27.8
2347001,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,49.2,C,69.3,Pass,66.3,-17.1
2347002,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,29,F,79.5,Fail,66.3,-37.3
2347003,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,61.7,B+,78.5,Pass,66.3,-4.6
2347004,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,71.2,A,86.8,Pass,66.3,4.9
2347005,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,85.2,A+,62.8,Pass,66.3,18.9
2347006,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,45.9,C,69.4,Pass,66.3,-20.4
2347007,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,60.3,B+,69.5,Pass,66.3,-6
2347008,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,48.7,C,60.2,Pass,66.3,-17.6
2347009,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,50.2,B,89.3,Pass,66.3,-16.1
2347010,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,77.9,A,85.1,Pass,66.3,11.6
2347011,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,88.7,A+,79.7,Pass,66.3,22.4
2347012,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,66,B+,61.2,Pass,66.3,-0.3
2347013,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,64.4,B+,79.1,Pass,66.3,-1.9
2347014,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,78.3,A,69.8,Pass,66.3,12
2347015,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,33.3,F,78.7,Fail,66.3,-33
2347016,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,75.1,A,71.9,Pass,66.3,8.8
2347017,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,94.5,O,78.1,Pass,66.3,28.2
2347018,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,92.3,O,92,Pass,66.3,26
2347019,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Nuclear Physics,88.3,A+,80.4,Pass,66.3,22
2348001,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,94.5,O,82.1,Pass,61.1,33.4
2348002,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,88.9,A+,83.4,Pass,61.1,27.8
2348003,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,30.9,F,71,Fail,61.1,-30.2
2348004,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,90.1,O,91.7,Pass,61.1,29
2348005,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,69.3,B+,63.3,Pass,61.1,8.2
2348006,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,82.8,A+,78.1,Pass,61.1,21.7
2348007,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,40.9,C,69.1,Pass,61.1,-20.2
2348008,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,31,F,67,Fail,61.1,-30.1
2348009,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,15.8,F,74.6,Fail,61.1,-45.3
2348010,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,92.4,O,98.6,Pass,61.1,31.3
2348011,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,31.5,F,91.9,Fail,61.1,-29.6
2348012,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,93.2,O,94,Pass,61.1,32.1
2348013,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,93.7,O,82,Pass,61.1,32.6
2348014,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,31.2,F,68.6,Fail,61.1,-29.9
2348015,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,74,A,87.7,Pass,61.1,12.9
2348016,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,39.5,F,83.1,Fail,61.1,-21.6
2348017,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,86.9,A+,65.6,Pass,61.1,25.8
2348018,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,51.1,B,65.5,Pass,61.1,-10
2348019,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,87.2,A+,78.6,Pass,61.1,26.1
2348020,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,49.6,C,76.1,Pass,61.1,-11.5
2348021,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,45.5,C,64.5,Pass,61.1,-15.6
2348022,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,31.9,F,74.2,Fail,61.1,-29.2
2348023,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,63.8,B+,71.4,Pass,61.1,2.7
2348024,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,76.4,A,77,Pass,61.1,15.3
2348025,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,76.1,A,63.1,Pass,61.1,15
2348026,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,50.8,B,82.7,Pass,61.1,-10.3
2348027,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,84.6,A+,93.7,Pass,61.1,23.5
2348028,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,36.2,F,66.4,Fail,61.1,-24.9
2348029,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,92.9,O,91.8,Pass,61.1,31.8
2348030,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,35,F,80,Fail,61.1,-26.1
2348031,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,67.2,B+,91.9,Pass,61.1,6.1
2348032,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,47,C,87.4,Pass,61.1,-14.1
2348033,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,39.2,F,75.8,Fail,61.1,-21.9
2348034,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,80.8,A+,96.6,Pass,61.1,19.7
2348035,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,27.4,F,69.4,Fail,61.1,-33.7
2348036,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,32.7,F,97.4,Fail,61.1,-28.4
2348037,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,83,A+,79.7,Pass,61.1,21.9
2348038,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,90.9,O,94.5,Pass,61.1,29.8
2348039,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,36.2,F,69.8,Fail,61.1,-24.9
2348040,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,36.9,F,97.3,Fail,61.1,-24.2
2348041,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,66.8,B+,75.9,Pass,61.1,5.7
2348042,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,44.5,C,67.8,Pass,61.1,-16.6
2348043,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,65.9,B+,80,Pass,61.1,4.8
2348044,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,24.3,F,71.1,Fail,61.1,-36.8
2348045,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,50.9,B,77.2,Pass,61.1,-10.2
2348046,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,79.7,A,86.3,Pass,61.1,18.6
2348047,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,67.8,B+,90.6,Pass,61.1,6.7
2348048,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,58.8,B,97.5,Pass,61.1,-2.3
2348049,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,85.8,A+,88.2,Pass,61.1,24.7
2348050,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,90.6,O,77.3,Pass,61.1,29.5
2348051,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,66.4,B+,92.9,Pass,61.1,5.3
2348052,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,54.5,B,95.9,Pass,61.1,-6.6
2348053,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,55.3,B,83.2,Pass,61.1,-5.8
2348054,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,51.3,B,82.4,Pass,61.1,-9.8
2348055,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,88.8,A+,91.8,Pass,61.1,27.7
2348056,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,62.3,B+,92,Pass,61.1,1.2
2348057,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,81.6,A+,67.1,Pass,61.1,20.5
2348058,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,61.9,B+,86.9,Pass,61.1,0.8
2348059,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Numerical Methods,38.7,F,70.4,Fail,61.1,-22.4
2347001,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,35.4,F,69.3,Fail,59.6,-24.2
2347002,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,40.1,C,79.5,Pass,59.6,-19.5
2347003,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,91.6,O,78.5,Pass,59.6,32
2347004,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,94.8,O,86.8,Pass,59.6,35.2
2347005,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,78.4,A,62.8,Pass,59.6,18.8
2347006,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,47.9,C,69.4,Pass,59.6,-11.7
2347007,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,93.7,O,69.5,Pass,59.6,34.1
2347008,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,46,C,60.2,Pass,59.6,-13.6
2347009,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,72.7,A,89.3,Pass,59.6,13.1
2347010,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,31,F,85.1,Fail,59.6,-28.6
2347011,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,84.8,A+,79.7,Pass,59.6,25.2
2347012,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,37.1,F,61.2,Fail,59.6,-22.5
2347013,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,28.2,F,79.1,Fail,59.6,-31.4
2347014,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,33.1,F,69.8,Fail,59.6,-26.5
2347015,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,74.5,A,78.7,Pass,59.6,14.9
2347016,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,16.5,F,71.9,Fail,59.6,-43.1
2347017,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,59.7,B,78.1,Pass,59.6,0.1
2347018,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,93.8,O,92,Pass,59.6,34.2
2347019,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Quantum Mechanics,92.8,O,80.4,Pass,59.6,33.2
2348001,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,38.4,F,82.1,Fail,59.6,-21.2
2348002,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,49,C,83.4,Pass,59.6,-10.6
2348003,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,28.1,F,71,Fail,59.6,-31.5
2348004,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,87,A+,91.7,Pass,59.6,27.4
2348005,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,65.6,B+,63.3,Pass,59.6,6
2348006,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,42,C,78.1,Pass,59.6,-17.6
2348007,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,67.4,B+,69.1,Pass,59.6,7.8
2348008,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,75.7,A,67,Pass,59.6,16.1
2348009,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,35.2,F,74.6,Fail,59.6,-24.4
2348010,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,86.9,A+,98.6,Pass,59.6,27.3
2348011,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,93.5,O,91.9,Pass,59.6,33.9
2348012,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,59.2,B,94,Pass,59.6,-0.4
2348013,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,71.6,A,82,Pass,59.6,12
2348014,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,30.6,F,68.6,Fail,59.6,-29
2348015,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,72,A,87.7,Pass,59.6,12.4
2348016,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,79.5,A,83.1,Pass,59.6,19.9
2348017,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,32.2,F,65.6,Fail,59.6,-27.4
2348018,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,58.4,B,65.5,Pass,59.6,-1.2
2348019,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,70.7,A,78.6,Pass,59.6,11.1
2348020,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,38.6,F,76.1,Fail,59.6,-21
2348021,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,36.5,F,64.5,Fail,59.6,-23.1
2348022,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,95.4,O,74.2,Pass,59.6,35.8
2348023,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,34.4,F,71.4,Fail,59.6,-25.2
2348024,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,90,O,77,Pass,59.6,30.4
2348025,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,33.9,F,63.1,Fail,59.6,-25.7
2348026,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,32.6,F,82.7,Fail,59.6,-27
2348027,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,36.8,F,93.7,Fail,59.6,-22.8
2348028,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,53.2,B,66.4,Pass,59.6,-6.4
2348029,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,86.9,A+,91.8,Pass,59.6,27.3
2348030,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,64.1,B+,80,Pass,59.6,4.5
2348031,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,30,F,91.9,Fail,59.6,-29.6
2348032,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,35,F,87.4,Fail,59.6,-24.6
2348033,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,37.3,F,75.8,Fail,59.6,-22.3
2348034,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,54.4,B,96.6,Pass,59.6,-5.2
2348035,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,50.8,B,69.4,Pass,59.6,-8.8
2348036,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,91.5,O,97.4,Pass,59.6,31.9
2348037,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,29.4,F,79.7,Fail,59.6,-30.2
2348038,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,30.3,F,94.5,Fail,59.6,-29.3
2348039,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,63.4,B+,69.8,Pass,59.6,3.8
2348040,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,62.9,B+,97.3,Pass,59.6,3.3
2348041,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,47.6,C,75.9,Pass,59.6,-12
2348042,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,76.3,A,67.8,Pass,59.6,16.7
2348043,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,54.1,B,80,Pass,59.6,-5.5
2348044,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,95.2,O,71.1,Pass,59.6,35.6
2348045,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,78,A,77.2,Pass,59.6,18.4
2348046,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,69.9,B+,86.3,Pass,59.6,10.3
2348047,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,76.2,A,90.6,Pass,59.6,16.6
2348048,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,66.9,B+,97.5,Pass,59.6,7.3
2348049,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,47.9,C,88.2,Pass,59.6,-11.7
2348050,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,40.5,C,77.3,Pass,59.6,-19.1
2348051,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,85,A+,92.9,Pass,59.6,25.4
2348052,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,80.6,A+,95.9,Pass,59.6,21
2348053,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,51.9,B,83.2,Pass,59.6,-7.7
2348054,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,87.8,A+,82.4,Pass,59.6,28.2
2348055,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,39.6,F,91.8,Fail,59.6,-20
2348056,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,95.3,O,92,Pass,59.6,35.7
2348057,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,70.8,A,67.1,Pass,59.6,11.2
2348058,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,28.3,F,86.9,Fail,59.6,-31.3
2348059,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Quantum Mechanics,72,A,70.4,Pass,59.6,12.4
2549001,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,34.8,F,64.2,Fail,58.9,-24.1
2549002,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,76.7,A,72.6,Pass,58.9,17.8
2549003,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,36.4,F,77.5,Fail,58.9,-22.5
2549004,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,49.4,C,93.3,Pass,58.9,-9.5
2549005,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,54.5,B,69.5,Pass,58.9,-4.4
2549006,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,52.4,B,66.8,Pass,58.9,-6.5
2549007,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,32.5,F,75.7,Fail,58.9,-26.4
2549008,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,73.2,A,61.4,Pass,58.9,14.3
2549009,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,84.9,A+,77.3,Pass,58.9,26
2549010,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,62.3,B+,97.1,Pass,58.9,3.4
2549011,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,44.7,C,74.4,Pass,58.9,-14.2
2549012,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,54.2,B,90.1,Pass,58.9,-4.7
2549013,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,73.1,A,72.5,Pass,58.9,14.2
2549014,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,36.6,F,68.8,Fail,58.9,-22.3
2549015,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,31.3,F,65.2,Fail,58.9,-27.6
2549016,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,51.9,B,93,Pass,58.9,-7
2549017,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,41.5,C,66.3,Pass,58.9,-17.4
2549018,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,45.3,C,87.9,Pass,58.9,-13.6
2549019,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,86.1,A+,61.7,Pass,58.9,27.2
2549020,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,33.9,F,89.2,Fail,58.9,-25
2549021,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,91.3,O,76.5,Pass,58.9,32.4
2549022,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,62.8,B+,76.7,Pass,58.9,3.9
2549023,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,93.9,O,81.3,Pass,58.9,35
2549024,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,37.3,F,72.1,Fail,58.9,-21.6
2549025,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,48.4,C,73.7,Pass,58.9,-10.5
2549026,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,73.3,A,66.6,Pass,58.9,14.4
2549027,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,32.1,F,68.1,Fail,58.9,-26.8
2549028,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,15.3,F,74.2,Fail,58.9,-43.6
2549029,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,61.2,B+,64.2,Pass,58.9,2.3
2549030,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,72.4,A,96.5,Pass,58.9,13.5
